currentPrice,trailingPE,forwardPE,priceToBook,priceToSalesTrailing12Months,enterpriseToRevenue,enterpriseToEbitda,trailingEps,forwardEps,returnOnEquity,returnOnAssets,grossMargins,operatingMargins,profitMargins,debtToEquity,currentRatio,quickRatio,beta,earningsQuarterlyGrowth,earningsGrowth,revenueGrowth,sharesOutstanding,heldPercentInstitutions,volume,averageVolume,marketCap,enterpriseValue,freeCashflow,totalCash,totalDebt,dividendYield,payoutRatio
172.41,55.61613,41.847088,50.148342,28.311392,25.664,43.192,3.1,4.12,1.15463,0.53244996,0.70107,0.49108002,0.51694,12.267,3.388,2.857,2.122,0.262,0.267,0.692,24387600384,0.674,146456416,202236745,4204666290176,3811549904896,55443001344,53690998784,10284999680,0.03,0.0128999995
