currentPrice,trailingPE,forwardPE,priceToBook,priceToSalesTrailing12Months,enterpriseToRevenue,enterpriseToEbitda,trailingEps,forwardEps,returnOnEquity,returnOnAssets,grossMargins,operatingMargins,profitMargins,debtToEquity,currentRatio,quickRatio,beta,earningsQuarterlyGrowth,earningsGrowth,revenueGrowth,sharesOutstanding,heldPercentInstitutions,volume,averageVolume,marketCap,enterpriseValue,freeCashflow,totalCash,totalDebt,dividendYield,payoutRatio
226.79,34.36212,27.291214,51.18257,8.236535,8.35,24.08,6.6,8.31,1.49814,0.24545999,0.46678,0.29990998,0.24295999,154.486,0.868,0.724,1.109,0.093,0.121,0.096,14840399872,0.63639,80814115,54747006,3365654233088,3411977961472,94873747456,55372001280,101698002944,0.46,0.1533
